recid,givenname,surname,suburb,postcode
05932286,ronald,crosby,rocky mount,27801
05662876,terri,beckham,raeford,28376
07049517,elise,balzer,raleigh,27616
03172717,heather,cottrill,wilmington,28411
06063837,ashley,moye,greenville,27858
02981300,karen,keefe,durham,27713
01377842,robert,pernsteiner,charlotte,28277
00335573,faye,davis,wilkesboro,28697
01349051,crystal,page,norwood,28128
01400314,lori,moses,hickory,28602
02087287,james,goodwin,stony point,28678
08223847,ruth,vaughn,dudley,28333
03973882,richard,metcalf,greensboro,27410
01864414,nicole,foster,franklinton,27525
00617469,michael,gause,shallotte,28470
00923701,lise,ruefle,carolina beach,28428
00554473,timothy,baker,rocky point,28457
04070052,charles,black,maiden,28650
07039776,david,george,wilmington,28412
06537694,robert,redfearn,charlotte,28205
03965203,neia,smith,salisbury,28144
03740054,martha,bell,morehead city,28557
07740986,james,mckenzie,seagrove,27341
04474122,brenda,wilson,moyock,27958
01528381,susan,maclean,pfafftown,27040
07917677,venice,ward,charlotte,28214
03103942,charles,fulp,greensboro,27407
02222109,berdena,smith,kernersville,27284
00019380,wayne,neese,jamestown,27282
02830575,patrick,whitman,wilmington,28403
00990010,denver,mcmahan,magnolia,28453
05315602,bruce,barbee,charlotte,28212
01577124,brian,pouliot,charlotte,28269
06592194,summer,millican,matthews,28105
00346000,elizabeth,terrell,mebane,27302
01378247,elissa,brannan,lexington,27295
03417598,mark,oesterling,fayetteville,28306
07143015,abigail,hoffman,durham,27708
08176940,gerald,lee,reidsville,27320
03227346,kristin,maclean,lumberton,28358
06769623,shelia,higgins,burlington,27215
06321409,brian,lusk,havelock,28532
06871646,john,mckenzie,fayetteville,28312
07469081,michael,williams,charlotte,28208
05268242,devon,whitaker,ayden,28513
02655898,peter,jogel,charlotte,28226
03353002,tammie,hush,charlotte,28214
05788130,jeanna,noell,green level,27217
02761655,russell,yarborough,west end,27376
06423796,james,mcknight,swansboro,28584
01729800,luther,millner,walkertown,27051
05946118,jagrutiben,patel,burlington,27215
00155699,charles,beam,lawndale,28090
06482855,allen,price,charlotte,28215
05702615,clemon,walls,high point,27260
00815781,linda,ward,raleigh,27610
05975874,brandon,taylor,mount airy,27030
00056594,myrle,renfrow,charlotte,28270
06343008,susan,ashworth,charlotte,28209
03981770,patricia,rosencrantz,oriental,28571
06248673,ryan,trent,thomasville,27360
05751869,julie,nguyen,charlotte,28214
06669442,victor,joseph,fayetteville,28314
03318380,lawrence,anthony,kings mountain,28086
06619035,chester,sechrest,fayetteville,28314
01040113,joseph,mabe,greensboro,27405
04689189,andrew,waters,hampstead,28443
02889576,mary,bryce,charlotte,28210
01838267,samuel,nelson,grifton,28530
05200044,michael,miller,charlotte,28211
04744966,cecil,garrett,charlotte,28226
00181807,lina,sandlin,holly ridge,28445
01064378,donna,southern,raleigh,27614
07614301,meghan,spillane,wilmington,28403
01711814,aaron,flores,youngsville,27596
06311407,florecia,johnson,troy,27371
04843929,nicholas,westbrook,angier,27501
04881681,david,trudrung,greensboro,27406
06117826,curtis,wagner,sanford,27332
01015883,timmiesle,pope,charlotte,28273
08077335,meagan,villanueva,charlotte,28203
01450358,allan,bumgardner,bessemer city,28016
01476747,barry,parker,bear creek,27207
00915115,eric,hawn,conover,28613
00168369,hazel,lamb,randleman,27317
04652406,sarah,anderson,durham,27703
07015888,mark,bielat,fayetteville,28306
00518440,david,maynard,greensboro,27410
07097898,brian,moore,murphy,28906
07562830,rebekah,wright,graham,27253
04324492,daniel,gaudet,charlotte,28215
00395384,carolyn,dalton,lake lure,28746
04388739,james,burnett,southport,28461
07060891,ray,fox,ash,28420
00347963,ellen,crumpler,princeton,27569
05796408,joseph,krahn,durham,27703
01763115,frances,durham,graham,27253
06700873,theresa,skoog,jackson springs,27281
02764515,deborah,anderson,boone,28607
03005054,freda,phillips,greenville,27834
06731649,jordan,fuller,matthews,28105
00544979,mary,mcallister,jacksonville,28546
03146763,mark,vanderborgh,raleigh,27606
05994899,james,pitt,lexington,27292
03219562,beth,ashworth,greensboro,27407
06223326,christina,haley,wilmington,28411
00112234,annette,workman,stoney creek,27377
05314223,stephen,mcelduff,chapel hill,27514
00319861,shirley,hooker,carthage,28327
01617103,madaline,shaw,greensboro,27401
00266003,virginia,bachelor,fayetteville,28304
01273195,mary,simmons,charlotte,28269
03538848,roger,garner,sanford,27330
03372219,charles,wohlnick,durham,27705
06523673,vickie,uzbilek,arden,28704
05828436,gail,hardison,winterville,28590
03391984,melissa,hilliard,robbinsville,28771
02176620,james,stephens,wilmington,28405
01037206,allen,chilton,sanford,27330
01533359,lorene,gadson,mocksville,27028
02974089,dedi,raksawaroana,raleigh,27615
04315096,anneliese,ranzoni,swannanoa,28778
00253737,lester,sain,mocksville,27028
06718935,virginia,conover,chapel hill,27514
04777943,denise,buckman,greensboro,27410
03410703,raymond,barnes,wilson,27893
02599974,susan,joines,charlotte,28215
07517667,pearl,luffman,yadkinville,27055
05855347,rommell,carpenter,fayetteville,28303
07971357,olivia,brown,mount airy,27030
02552058,albert,johnson,iron station,28080
05617179,rachid,mayour,raleigh,27616
07123008,leslie,keel,pinetops,27864
02705699,mary,skinner,asheville,28801
08143021,dorothy,williams,salisbury,28147
00255481,martha,george,maiden,28650
02856856,joan,flake,southport,28461
00582059,lisse,oland,brasstown,28902
00289787,coleen,sechler,china grove,28023
04739832,mesa,lewchalermwong,boone,28607
01896548,alan,lewis,lenoir,28645
00556799,forrest,aiken,raleigh,27613
07812673,william,spruill,murfreesboro,27855
01632510,patricia,mcarthur,greenville,27834
05284334,anthony,socha,durham,27707
06290066,devlin,caudill,high point,27265
00412809,nancy,wooten,grifton,28530
01097986,vicky,gray,greensboro,27410
04725357,michael,wilson,grover,28073
00678919,stanley,elliott,trinity,27370
00625475,mae,holveck,fuquay varina,27526
04493613,sylvia,murphy,asheville,28806
00279320,paul,wall,raeford,28376
04728702,pamela,johnson,vilas,28692
00094307,anna,waggoner,graham,27253
07812208,rachel,brassine,greenville,27858
06177155,terry,robertson,monroe,28112
01451008,rhodney,honeycutt,hickory,28601
00698826,robbie,mcrae,richfield,28137
00835130,rose,solomon,roxboro,27573
01943760,elizabeth,harwood,winston salem,27106
02701179,richard,fuller,landis,28088
00267366,lois,riddle,candler,28715
06263112,anna,maffei,waxhaw,28173
04393463,david,henley,asheboro,27203
06695603,claudia,holcombe,southport,28461
05248360,mari,acosta,oxford,27565
04881102,matthew,horowitz,cary,27518
03372028,esther,brown,statesville,28625
04403477,sharon,murrell,fayetteville,28311
02433926,gregory,souder,fayetteville,28311
02466893,ashley,bryant,greenville,27834
00890625,betty,minter,fletcher,28732
01371830,jean,grimes,charlotte,28227
01538217,tasha,brown,princeville,27886
07612203,paula,dunagan,corapeake,27926
06361628,shinniqua,lake,fayetteville,28314
06444054,darrell,killette,nashville,27856
05509959,jesse,mercado,charlotte,28216
00397373,benjamin,oneal,wanchese,27981
01394837,elizabeth,douglass,winston salem,27103
06401451,curtis,brookshire,jacksonville,28540
00677826,barbara,setzer,hickory,28601
03426367,lynnette,johnson,apex,27539
04089826,wesley,craven,forest city,28043
05792458,melisa,williams,cary,27513
07668423,katrina,cervero,carolina beach,28428
03804884,brenell,myatt,huntersville,28078
04074216,jason,kim,chapel hill,27514
00864881,janie,minton,north wilkesboro,28659
01685177,jerald,mccormick,nebo,28761
01809095,julie,smith,lenoir,28645
03627468,cristie,sharpe,canton,28716
00808189,rena,long,lexington,27295
05697903,dexter,jeffries,garner,27529
04391706,patricia,stewart,mooresville,28117
02823536,william,elam,huntersville,28078
01442133,glenda,faison,clinton,28328
07820816,javares,wilson,rocky mount,27801
03746612,harry,kraly,wilmington,28403
02832992,clarence,russell,elkin,28621
05916586,rhiannon,jones,carrboro,27510
01556950,benjamin,davis,cary,27513
05909706,zachary,williamson,franklinton,27525
02123373,richard,eberle,concord,28025
07229079,lakwaneia,riddick,goldsboro,27530
03904362,tara,whitworth,landis,28088
06443659,bobby,joyner,durham,27703
07280457,kimberlee,owen,brevard,28712
04658361,paul,harrison,moyock,27958
05151945,judith,dicarlo,monroe,28110
07701209,muncha,boiter,asheville,28805
05246546,melody,crim,kannapolis,28081
03558889,timothy,alsip,gastonia,28054
07747758,paul,holobinka,west end,27376
02730860,erica,wildes,edenton,27932
00156776,mildred,poston,shelby,28152
00390782,raymond,heffner,rutherfordton,28139
05275242,lisa,burnette,brevard,28712
05943843,mohamed,ahmed,bayboro,28515
03139616,richard,gieryn,southern pines,28387
01404861,david,marion,gastonia,28056
02600861,sarah,copeland,morganton,28655
07850583,jamazia,scott,durham,27704
06065590,jacqueline,stewart,rowland,28383
00476821,myra,thomas,new bern,28562
02950989,terry,brown,east bend,27018
01411107,lewis,cawthorne,hickory,28602
00842480,lebert,rogers,dunn,28334
05235066,orlando,alston,oak city,27857
06319948,nathaniel,jones,winston salem,27103
03922921,albert,mcclure,charlotte,28216
06712249,jeremy,klopfer,raleigh,27614
07111266,byron,osborne,waynesville,28786
03386095,sonya,critser,cary,27519
06221155,frank,whatley,zebulon,27597
00515376,robin,redding,sophia,27350
07190061,david,crabb,shawboro,27973
01261269,selinda,smith,new bern,28560
02170811,nancy,greco,mars hill,28754
00488764,seba,jones,angier,27501
03543834,patricia,siefke,stokesdale,27357
04585678,janet,smith,monroe,28110
02012151,marguerite,wilson,raleigh,27609
05477981,rachel,sematis,kernersville,27284
04224343,pamela,kennedy,raleigh,27610
07422253,joshua,bethel,durham,27704
01316449,laura,bargebuhr,greensboro,27410
03681218,cherie,ross,monroe,28110
05473274,karen,smith,franklin,28734
06739033,geraldine,barbee,statesville,28625
03029840,sally,white,mooresboro,28114
01171508,jean,murray,greensboro,27401
05132641,daquon,odom,durham,27713
06752364,crystal,slodyczka,hendersonville,28791
04727821,rosilyn,phinney,robersonville,27871
00361687,melvin,cohen,morganton,28655
07391536,linda,dockery,fayetteville,28311
00018545,d,norris,hurdle mills,27541
02696611,troy,fitch,hickory,28601
05133959,richard,forbis,carrboro,27510
04771494,anthony,spears,newport,28570
05357814,danielle,ahrens,waxhaw,28173
07134713,jacob,simmons,raleigh,27607
03381428,david,cummings,winston salem,27103
08111184,codi,andrews,durham,27704
03334195,margeaux,fraunfelter,greensboro,27407
01983279,bonnie,shearon,rocky mount,27804
01329374,colleen,ball,winston salem,27127
06842161,michael,boyd,morehead city,28557
04418576,john,love,reidsville,27320
03498961,liisa,lesser,charlotte,28277
07908510,haley,ray,gastonia,28054
02609044,william,vincik,raleigh,27616
02094904,brian,caffrey,waynesville,28786
03890351,kelly,brown,north wilkesboro,28659
07562877,jared,clark,wilmington,28403
08135804,ashley,thorn,havelock,28532
05193469,alison,edwards,morganton,28655
04358977,andrew,gourley,greensboro,27406
07306048,ciera,craig,richlands,28574
05875655,krystle,dawkins,hope mills,28348
02661046,steven,gore,iron station,28080
04899202,connie,spradley,shelby,28152
06561054,sandra,clifford-miele,holly springs,27540
05969915,jennifer,ezzell,efland,27243
02799228,mildred,yarbrough,asheville,28806
05473372,tisha,fowler,mill spring,28756
04218695,yan,ke,southern pines,28387
06859525,shannon,price,concord,28027
05390985,delacey,hunt,durham,27703
00810617,anne,mclaurin,raleigh,27603
08114698,martin,mccullen,wilson,27893
07601964,kimberly,bastide,raleigh,27616
03467024,jason,bodenheimer,winston-salem,27107
04817331,james,prosser,hamlet,28345
00774593,donald,grindstaff,burnsville,28714
05424195,eric,lester,mt gilead,27306
01458805,bernard,ipock,kinston,28504
07370788,kendra,drakeford,charlotte,28212
07828041,tyshia,love,charlotte,28205
05706071,melinda,collins,stoneville,27048
03334653,ernest,person,roxboro,27574
02387952,tiny,chambers,indian trail,28079
01731336,james,cox,greensboro,27407
05723601,helen,taylor,apex,27502
03729532,wayne,moore,zebulon,27597
07413597,dominque,sykes,greensboro,27411
01342562,william,johnson,pinetops,27864
04603951,stephen,caudle,raleigh,27613
03065164,anthony,smith,charlotte,28216
00008837,lyman,robertson,jamestown,27282
00167107,james,lambeth,asheboro,27205
03240391,angela,hensley,garner,27529
06524198,jeri,bailey,franklin,28734
02354007,tamela,melton,greensboro,27406
02843044,charlotte,oliver,dudley,28333
07029589,michael,marshke,clayton,27527
03231268,mary anne,mcswain,lawndale,28090
06336332,heidi,conis,cornelius,28031
04803251,john,rigg,raleigh,27606
03779056,james,wellborn,emerald isle,28594
07744892,christopher,jenkins,salisbury,28147
00611445,ruth,capps,julian,27283
02206941,linda,baldwin,lumberton,28360
04366974,carolyn,stallings,raleigh,27603
04176536,jeri,herring,kinston,28501
06353143,derrick,morris,asheboro,27205
07732188,joseph,shannon,concord,28025
07685688,michael,faulhaber,asheville,28803
02073116,pamela,wagner,china grove,28023
05243170,jason,page,durham,27701
04705311,steven,stamper,gastonia,28054
06336688,timothy,overman,greensboro,27405
07143967,brooke,grimes,gastonia,28056
00537096,rebecca,poteat,drexel,28619
03569729,quinton,littlejohn,greensboro,27407
05611972,brenda,davis,charlotte,28213
03570004,patricia,sides-kidd,seagrove,27341
05484593,david,donahoe,candler,28715
06820681,jackelyn,hastings,asheville,28804
05010163,cortney,driggers,jamestown,27282
04735211,lisa,burkard,charlotte,28211
00644051,doris,hollingsworth,clinton,28328
06568302,whitney,graves,winston salem,27110
04098873,darrell,wilson,midland,28107
01123999,marla,myers,advance,27006
03960629,david,thornton,mt olive,28365
00471800,fredda,kimball,charlotte,28226
06757561,sheddrick,russell,greensboro,27407
00805649,rachel,parker,roanoke rapids,27870
06898551,kim,hall,como,27818
02111330,patrick,frye,rockingham,28379
05861558,katherine,napelenok,durham,27703
00126453,alice,meares,lumberton,28358
06129434,sara,peters,chapel hill,27514
01990629,daniel,cooper,concord,28027
00389785,bennie,storms,clarkton,28433
00939819,brenda,pressley,monroe,28112
07959386,manuel,gonzalez,littleton,27850
00768452,teresa kay,dunovant,eden,27288
00634305,corina,lewis,winston salem,27105
05777942,rupal,kasbekar,durham,27707
07904719,robel,woldu,charlotte,28213
03178107,dana,varner,trinity,27370
06938388,jason,bosselait,fayetteville,28311
03852439,vicki,logan,rocky mount,27803
01017331,kathleen,stapleton,charlotte,28203
05004343,richard,copeland,hurdle mills,27541
07586175,amanda,barnes,new london,28127
06286183,alice,cummings,mooresville,28115
01950921,patricia,dawson,archdale,27263
03600333,luke,wyles,purlear,28665
03379768,michael,peele,chocowinity,27817
02462995,pamela,yelverton,snow hill,28580
05791205,emily,maynor,bessemer city,28016
05132094,david,mason,corapeake,27926
00372008,elizabeth,pearce,wilmington,28411
00701697,timothy,duncan,lenoir,28645
02283865,ronnie,locust,high point,27262
03291300,laurie,lander,charlotte,28227
07905985,mary,hill,charlotte,28269
06276651,frank,pinheiro,cornelius,28031
02623605,olin,ivey,supply,28462
04902394,charles,cannon,lincolnton,28092
05032472,erwin,irdam,durham,27713
06537058,john,hankins,supply,28462
05791313,travis,brown,burlington,27215
02020059,billy,cashwell,fayetteville,28306
03439418,tyrrell,baccus,charlotte,28227
02256489,frances,alston,wilson,27893
06166521,ryan,askins,raleigh,27607
00877154,judith,brady,marshall,28753
03914848,brian,couch,asheville,28805
06890967,larry,lankford,greenville,27834
07630138,kelly,william,matthews,28105
01038074,roy,dickerson,durham,27703
02475965,chad,hutchens,mount airy,27030
05430925,david,cox,creston,28615
07043368,robert,goff,kernersville,27284
01186967,brenda,foust,whitsett,27377
03228634,robert,lambert,roxboro,27574
07167585,brenda,sleight,newland,28657
04808167,matthew,merkel,charlotte,28207
04911734,paul,shareshian,chapel hill,27516
01413813,wilbour,mcnamee,jacksonville,28546
04800432,nisha,collett,morganton,28655
04227945,eric,turner,charlotte,28210
04411533,tracey,zimmerman,hurdle mills,27541
04242146,addie,steele,concord,28027
03176071,melanie,dyson,midland,28107
03399262,christy,smith,wrightsville beach,28480
01390015,james,mcgalliard,charlotte,28205
00859362,christine,wyrick,graham,27253
08137812,michael,ryan,benson,27504
03498681,amy,cecil,winterville,28590
07824478,curtisha,watson,salisbury,28144
06483638,amanda,lowe,greensboro,27407
08144376,dane,fulton,raleigh,27607
08100962,pamela,conover,durham,27705
05529546,robert,dicicco,clarkton,28433
03644706,brandy,guy,sugar grove,28679
00169471,marlene,parker,maiden,28650
02186985,roger,norris,charlotte,28207
04840967,dennis,pruitt,kernersville,27284
04875496,katrina,foy,wilmington,28411
04920951,barbara,taylor,four oaks,27524
07136684,rose,cargill,clayton,27520
00569666,jack,york,mcleansville,27301
01904085,herman,snetlage,arden,28704
07566102,ira,wilkins,pembroke,28372
04558016,matthew,barnes,wilson,27893
00800193,joel,jessup,ramseur,27316
06676429,brandon,fetty,rocky mount,27804
08005910,jenna,drescher,wilmington,28412
08096603,james,russell,murphy,28906
00494270,peggy,cromer,concord,28027
02740366,diane,francisco,monroe,28110
05510449,jessica,lowman,salisbury,28147
08164147,juanita,baldwin,raleigh,27604
01736918,callie,sampson,claremont,28610
00406043,janet,chestnut,morehead city,28557
00429995,thomas,gavin,winston salem,27107
04659888,lisa,dennie,conover,28613
07368307,jessica,wyatt,rutherfordton,28139
06339892,edith,hicks,durham,27712
00924357,bernard,king,laurinburg,28352
05811581,benjamin,biery,raleigh,27607
07325949,jacob,deese,marshville,28103
04044136,elizabeth,mcfarling,raleigh,27610
03513984,donna,clark,charlotte,28277
02214141,fred,davenport,kinston,28504
01237743,lynne,hammer,mcleansville,27301
05226510,amanda,riera-gomez,waynesville,28786
03724587,edwin,martinez,indian trail,28079
05555531,jessica,altemara,chapel hill,27517
05582195,melinda,jones,charlotte,28214
05553733,coy,graves,burlington,27217
02829469,susan,davis,thomasville,27360
00565010,flora,leatherman,old fort,28762
00494132,linda,welch,thomasville,27360
05969715,carey,lannon,franklin,28734
06672617,elizabeth,frick,cullowhee,28723
05671609,karen,gouge,vale,28168
06932395,emily,maynard,andrews,28901
05419625,quinneshia,cox,rocky mount,27803
05254526,lois,holmes,durham,27705
02757872,andril,whitehead,raleigh,27616
04883754,marti,mcmillan,high point,27262
03460353,linda,huynh,chapel hill,27517
04443739,sandra,mitchell,matthews,28105
06036128,renee,cobb,high point,27260
08075808,james,teseneer,shelby,28152
07043991,joshua,mason,wilmington,28412
00164477,lee,singleton,raleigh,27612
04108953,edward,oakes,oxford,27565
04656198,eugenia,sanders,charlotte,28217
00111233,leon,parrish,angier,27501
00968053,regina,taylor,henderson,27536
07470364,jarrett,moore,raleigh,27604
00932615,vanessa,olson,charlotte,28277
06092999,pierre,pomainville,newton,28658
06709516,stephanie,king,greenville,27834
02662104,sandra,riddle,hendersonville,28791
01476281,constance,cowling,new bern,28562
07532039,vicki,rutledge,asheboro,27203
00974837,emily,rapp,sanford,27332
02654554,theresa,briggs,boiling spring lakes,28461
05777083,michelle,raymond,monroe,28110
07341964,jordan,benston,chocowinity,27817
06896310,richard,bohr,elizabeth city,27909
02476354,wilma,clark,winston salem,27104
01598491,holly,raymond,hendersonville,28739
04918840,jeffrey,rudisill,clayton,27527
00070805,bea,glass,spruce pine,28777
08199605,jennifer,steele,raleigh,27603
01992336,lorrie,shue,kannapolis,28081
02296641,colon,carroll,mount airy,27030
07607542,kelly,lovely,aberdeen,28315
04871189,robert,jahr,raleigh,27615
01285625,dwayne,peterson,morganton,28655
04339912,whitney,anderson,rocky point,28457
04058689,rhonda,mcfarland,monroe,28110
01506577,laura,lewis,fayetteville,28301
04517828,joseph,phillips,moncure,27559
01454757,revonda,carswell,forest city,28043
04156722,kenneth,rich,canton,28716
02821204,alice,flynt,kernersville,27284
00107101,joseph,love,raleigh,27606
03613168,judy,bradshaw,haw river,27258
07039840,john,farrell,pinehurst,28374
02650511,stephen,gunn,reidsville,27320
08041897,preston,stewart,stony point,28678
05004367,kimberly,bennett,wadesboro,28170
04762183,james,born,raleigh,27613
02151164,diane,jacobs,wilmington,28403
06964958,diana,elliott,denton,27239
00480411,emma,roberts,oxford,27565
05119090,eric,robinson,wilmington,28409
03882795,margie,canipe,boone,28607
06851042,robert,mook,chapel hill,27514
06392685,jaclyn,haslup,cary,27519
01979547,pamela,thompson,salisbury,28144
04045042,arley,ball,hendersonville,28792
01292086,glenn,strickland,clinton,28328
00484279,georgia,salisbury,rocky mount,27804
04438187,wade,deuso,rural hall,27045
06972936,james,howland,wilmington,28403
04175211,phyllis,pendergast,havelock,28532
02949097,rita,livengood,carthage,28327
03809518,diane,privette,charlotte,28205
05870786,linda,dunn,apex,27523
07045540,columbia,moore,greenville,27834
03246463,donna,peters,fayetteville,28314
00483349,kay,underhill,jamestown,27282
05393651,napoleon,graves,durham,27713
06583288,christopher,robinson,statesville,28625
07493434,riley,vermillion,cornelius,28031
00414339,ike,riddick,warsaw,28398
03513534,penny,markle,aberdeen,28315
01997389,wanda,kiser,king,27021
00063551,edna,skinner,elm city,27822
00926130,james,chitmon,blounts creek,27814
07205686,tina,miggins,wilmington,28412
02367515,natalie,whaley,rocky mount,27803
08168079,donna,mercoll,jacksonville,28546
06620117,danielle,boyd,cleveland,27013
08089234,hazel,trinidad,supply,28462
04398811,carolyn,gilliland,candler,28715
04876850,brian,sillman,apex,27539
05436282,ronald,shurr,smithfield,27577
07590179,darlene,brandenburg,clemmons,27012
02822397,daniel,neal,randleman,27317
07344185,jeremy,wheeler,burnsville,28714
03785264,jennifer,paa,greensboro,27401
07792492,june,riggs,south mills,27976
06812088,laural,friesland,wilmington,28403
04770382,tracy,tounget,wake forest,27587
04141337,jill,maltbie,efland,27243
00126133,aaron,strickland,spring hope,27882
05543354,johnny,gardner,walnut cove,27052
05292796,kyle,colina,winston salem,27127
02813218,billy,evans,shann0n,28386
03094543,donald,moore,greenville,27834
07182353,amanda,grier,monroe,28112
05779285,john d,riggs,wilmington,28411
00751251,james,minton,millers creek,28651
06770480,charmie,shah,greensboro,27410
06207426,justin,roberson,southern pines,28387
06439894,darrell,honeycutt,arden,28704
07705216,stephanie,tinder,goldsboro,27530
03872921,sheilla,chavis,raeford,28376
02529339,paul,gervais,charlotte,28214
02663904,eletha,lance,calabash,28467
07803706,marc,fields,greensboro,27410
04438281,jo,berberian,wilmington,28403
06895229,bonnie,mertens,hendersonville,28791
04786949,tina,searcy,mill spring,28756
01876279,carolyn,dempsey,morehead city,28557
06698716,todd,moore,whispering pines,28327
00560457,leonard,query,raleigh,27612
04382701,kenneth,dietrich,boone,28607
04510965,luci,abbott,henderson,27537
07319795,blannie,mccullers,hertford,27944
00765466,scott,greer,greensboro,27401
06984887,charles,moser,asheboro,27205
00895700,frances,zimmerman,lumberton,28358
06089423,edward,wright,greenville,27834
04128373,jennifer,hykes,rocky mount,27804
02611630,kathryn,poteat,southern pines,28387
00403883,frank,robertson,providence,27315
08175582,andreas,duvall,raleigh,27616
03241605,shelley,kennedy,thomasville,27360
02589653,jeanette,wright,winston salem,27106
02265031,donna,rimes,bladenboro,28320
00643470,kyle,hayes,monroe,28110
07064169,joseph,gaskins,raleigh,27601
05781832,thorarinn,einarsson,durham,27713
05357363,sharon,lewis,goldsboro,27534
01858213,ronald,myers,winston salem,27104
07075621,james,spears,wilson,27893
00421297,linda,lynch,kernersville,27284
05040536,catherine,collins,denver,28037
05933212,pamela,blackburn,washington,27889
02075228,claire,glass,winston salem,27105
07260404,jose,lopez,asheville,28803
00363800,wayne,parleir,eden,27288
01137502,william,fowler,arden,28704
05898870,jacqueline,corbett,greensboro,27401
03854862,lucille,achuff,pinehurst,28374
05074302,john,hajdin,raleigh,27613
03541615,latrell,twine,durham,27713
07260596,germani,swilling,roanoke rapids,27870
00479620,patricia,goble,taylorsville,28681
01729093,jo,thomas,hoffman,28347
03122623,marc,goldman,durham,27707
01437201,robert caull,exum,wilmington,28403
02275258,desie,scales,fayetteville,28306
02043430,grace,orr,bladenboro,28320
02412674,troy,enoch,mebane,27302
04260220,forrest,burgess,wake forest,27587
00912212,mary,minter,eden,27288
02756323,john,archer,boone,28607
02415344,barbara,heinze,cary,27511
02416008,roger,darr,sanford,27330
06457756,dwight,easter,statesville,28677
00444128,john,red,greensboro,27408
00676452,wanda,bruinton,jacksonville,28540
06415934,mark,jeacoma,greensboro,27410
01923043,barbara,johnson,wilmington,28405
01065893,vivian,gower,raleigh,27613
03525951,amanda,allred,asheboro,27203
06723623,matthew,bell,winston salem,27105
05093849,danny,mccullen,swan quarter,27885
05777613,shannon,freeman,asheboro,27205
04940428,tracy,hagerman,salisbury,28146
02854736,lakoya,brown,knightdale,27545
05330826,joshua,long,selma,27576
05357952,jerry,riggin,morehead city,28557
04194601,william,gorvine,greensboro,27403
06753776,patricia,springthorpe,cary,27518
01058589,david,ierardi,raleigh,27615
06597741,christopher,piemonte,matthews,28104
05446438,joshua,johnson,raleigh,27609
07643540,quinesha,prince,statesville,28625
03987620,hussein,zarqa,raleigh,27607
06998083,gary,reid,kannapolis,28081
00133317,marceline,legrand,shelby,28150
07492744,beth,lovelace,statesville,28625
04125231,bradley,cauthen,raleigh,27608
03763064,judith,williams,blowing rock,28605
05725100,kayla,cantrell,hendersonville,28792
06320541,yesenia,renteria,wilson,27893
05867943,lisa,hudson,lillington,27546
01355436,virginia,aull,zebulon,27597
01346318,dorothy,barrett,badin,28009
04764819,allen,bradley,salisbury,28146
02792209,wilma,goble,lenoir,28645
02721969,judy,butcher,jamesville,27846
01077628,chester,soleto,matthews,28105
02590752,arthelia,rothrock,archdale,27263
05792691,oscar,pulley,raleigh,27610
01577377,michael,ludwig,charlotte,28217
04116721,gregory,schmidt,raleigh,27614
02141364,gerilyn,sheriff,raleigh,27613
04823184,jack,flinchum,clemmons,27012
04262297,james,todd,whiteville,28472
07413544,kelly,sutphin,greensboro,27408
07662088,michelle,chiles,winston salem,27105
02747307,michael,loehman,angier,27501
04921390,rusty,cline,middlesex,27557
06997124,conzada,richardson,spring lake,28390
01752018,jeremiah,williams,scotland neck,27874
00044276,dorothy,carroll,hamlet,28345
07122834,amber,morgan,carrboro,27510
03992116,robert,jones,north wilkesboro,28659
04659676,carlos,rivera,fayetteville,28312
02794030,bobby,hathcock,kannapolis,28081
03390023,wayne,venters,richlands,28574
06342918,jo,beeson,advance,27006
06946850,jacob,wooten,stanley,28164
05488507,janet,phillips,asheville,28805
01758995,connie,cayton,ayden,28513
01070027,deborah,burke,matthews,28105
06064787,emil,wilkowski,raeford,28376
05687403,deron,mccombs,durham,27701
03117556,daniel,noble,sanford,27332
03934582,jessica,potter,linville,28646
05205517,bruce,friend,holly springs,27540
00468765,clemon,tinker,washington,27889
00701334,mary jo,collier,wilmington,28411
02334126,sabrina,lewis,whiteville,28472
02192228,johnny,davis,lumberton,28358
00119618,larry,baker,dallas,28034
03761354,jenin,ransom,lumberton,28360
04217042,john,smith,grover,28073
08180016,holly,clemens,matthews,28105
05535017,mary,carr,charlotte,28216
01123597,jennifer,ricketts,peachland,28133
07000067,jasmine,joyner,fort bragg,28307
04558621,lacy,carter,harrisburg,28075
02331820,rick,dunn,louisburg,27549
01947756,kathy,deoliveira,hendersonville,28792
04142609,marvin,robinson,smithfield,27577
03510908,terry,mosteller,connelly springs,28612
04548180,paul,evans,cary,27519
04196606,wateia,peterson,atkinson,28421
05174835,william,price,raleigh,27617
04286252,darryl,collins,charlotte,28278
00605636,carolyn,davis,mebane,27302
06993407,anabel,rosario,gastonia,28054
00846065,jerry,mcdonald,rockingham,28379
04493118,kelly,pierce,raleigh,27615
01233213,michelle,mccoy,morganton,28655
07409342,malcolm,scott,charlotte,28262
05777006,linda,woodard,kernersville,27284
04376740,jeffrey,smith,charlotte,28214
02118136,leslie,mahaffey,fuquay varina,27526
03498121,benjamin,kitchin,goldsboro,27534
07808005,cameron,underwood,charlotte,28216
06974470,joseph,perry,franklinton,27525
06660059,susan,betze,oak island,28465
03054466,matt,ward,selma,27576
04418796,george,murphy,greenville,27858
04092390,cheryl,brooks,winston salem,27107
02383087,margaret,doll,waxhaw,28173
00348076,faye,jordan,burlington,27217
